"Date","Price","Open","High","Low","Vol.","Change %"
"07/30/2021","25,961.03","26,042.84","26,151.00","25,636.89","2.43B","-1.35%"
"07/29/2021","26,315.32","26,221.36","26,335.36","25,857.42","3.27B","3.30%"
"07/28/2021","25,473.88","25,356.74","25,520.75","24,848.43","3.39B","1.54%"
"07/27/2021","25,086.43","26,011.51","26,323.61","24,748.84","4.66B","-4.22%"
"07/26/2021","26,192.32","26,825.73","26,878.75","26,177.40","2.70B","-4.13%"
"07/23/2021","27,321.98","27,740.95","27,740.95","27,222.04","1.18B","-1.45%"
"07/22/2021","27,723.84","27,464.28","27,759.71","27,455.43","1.81B","1.83%"
"07/21/2021","27,224.58","27,339.22","27,371.50","26,971.03","1.67B","-0.13%"
"07/20/2021","27,259.25","27,395.83","27,532.86","27,121.49","2.26B","-0.84%"
"07/19/2021","27,489.78","27,786.54","27,786.54","27,397.29","1.87B","-1.84%"
"07/16/2021","28,004.68","27,972.56","28,218.53","27,878.53","1.97B","0.03%"
"07/15/2021","27,996.27","27,801.40","28,181.21","27,741.09","2.08B","0.75%"
"07/14/2021","27,787.46","27,965.39","27,965.39","27,708.71","1.87B","-0.63%"
"07/13/2021","27,963.41","27,694.03","28,052.32","27,612.69","2.00B","1.63%"
"07/12/2021","27,515.24","27,672.70","27,741.19","27,420.35","2.05B","0.62%"
"07/09/2021","27,344.54","27,131.57","27,450.79","26,861.87","2.50B","0.70%"
"07/08/2021","27,153.13","27,881.50","27,921.06","27,110.62","2.95B","-2.89%"
"07/07/2021","27,960.62","27,777.81","27,969.41","27,703.41","2.04B","-0.40%"
"07/06/2021","28,072.86","28,136.63","28,151.35","27,904.53","1.90B","-0.25%"
"07/05/2021","28,143.50","28,098.91","28,338.79","28,042.71","1.83B","-0.59%"
"07/02/2021","28,310.42","28,859.02","28,859.02","28,231.73","2.82B","-1.80%"
"06/30/2021","28,827.95","29,107.90","29,146.28","28,827.70","2.05B","-0.57%"
"06/29/2021","28,994.10","29,291.89","29,291.89","28,924.61","2.36B","-0.94%"
"06/28/2021","29,268.30","29,366.49","29,394.69","29,209.43","1.51B","-0.07%"
"06/25/2021","29,288.22","29,002.67","29,305.17","28,971.60","2.15B","1.40%"
"06/24/2021","28,882.46","28,865.46","28,993.37","28,782.34","1.72B","0.23%"
"06/23/2021","28,817.07","28,468.24","28,893.79","28,406.61","2.29B","1.79%"
"06/22/2021","28,309.76","28,575.16","28,579.00","28,299.66","1.98B","-0.63%"
"06/21/2021","28,489.00","28,501.64","28,590.22","28,314.93","2.18B","-1.08%"
"06/18/2021","28,801.27","28,586.04","28,830.85","28,532.08","3.76B","0.85%"
"06/17/2021","28,558.59","28,240.88","28,558.59","28,216.09","1.89B","0.43%"
"06/16/2021","28,436.84","28,609.37","28,648.64","28,403.64","2.05B","-0.70%"
"06/15/2021","28,638.53","28,946.44","28,946.44","28,453.48","2.38B","-0.71%"
"06/11/2021","28,842.13","28,864.90","28,965.15","28,743.82","2.04B","0.36%"
"06/10/2021","28,738.88","28,792.02","28,954.40","28,664.94","1.94B","-0.01%"
