"Date","Price","Open","High","Low","Vol.","Change %"
"01/15/2014","430.60","426.59","430.70","426.59","225.80M","1.34%"
"01/14/2014","424.91","424.29","425.33","421.99","214.79M","-0.35%"
"01/13/2014","426.40","427.82","428.05","426.29","248.88M","0.01%"
"01/10/2014","426.36","425.27","427.24","425.27","218.27M","0.54%"
"01/09/2014","424.09","424.48","426.29","423.49","183.83M","0.09%"
"01/08/2014","423.69","424.39","425.11","423.29","219.01M","0.04%"
"01/07/2014","423.51","423.71","423.96","422.39","183.01M","0.26%"
"01/03/2014","422.42","421.50","423.68","420.72","111.25M","0.19%"
"01/02/2014","421.60","423.87","424.20","420.66","132.01M","-0.49%"
"12/30/2013","423.66","423.94","424.37","422.01","144.44M","-0.10%"
"12/27/2013","424.09","421.84","424.42","421.84","123.73M","0.91%"
"12/23/2013","420.27","417.07","420.27","417.07","133.81M","0.85%"
"12/20/2013","416.73","413.84","416.89","413.04","225.15M","0.64%"
"12/19/2013","414.09","409.67","414.09","409.67","193.20M","1.96%"
"12/18/2013","406.11","404.26","406.59","404.26","176.11M","0.81%"
"12/17/2013","402.83","403.72","405.50","402.73","141.06M","-0.29%"
"12/16/2013","404.01","400.41","404.01","399.70","150.25M","1.03%"
"12/13/2013","399.88","400.39","401.59","399.16","138.28M","0.05%"
"12/12/2013","399.68","402.76","402.76","399.17","166.85M","-0.99%"
"12/11/2013","403.68","403.64","406.05","403.12","141.84M","-0.17%"
"12/10/2013","404.36","406.90","407.48","403.29","202.19M","-0.82%"
"12/09/2013","407.70","406.61","407.75","405.18","285.27M","0.56%"
"12/06/2013","405.42","404.93","406.39","402.40","162.27M","0.41%"
"12/05/2013","403.76","405.55","407.56","403.76","138.52M","-0.57%"
"12/04/2013","406.09","407.69","408.68","403.47","147.18M","-0.27%"
"12/03/2013","407.17","414.08","414.08","406.62","169.49M","-1.70%"
"12/02/2013","414.20","415.18","415.49","413.56","122.14M","-0.21%"
"11/29/2013","415.09","416.34","416.83","415.09","159.44M","-0.46%"
"11/28/2013","416.99","415.68","417.24","415.68","139.83M","0.35%"
"11/27/2013","415.55","413.92","415.82","413.86","195.36M","0.38%"
"11/26/2013","413.96","413.24","414.23","413.13","183.83M","0.10%"
"11/25/2013","413.54","412.34","413.54","412.34","156.05M","0.57%"
"11/22/2013","411.21","409.62","411.21","409.29","129.03M","0.54%"
"11/21/2013","409.02","408.70","409.02","406.77","153.20M","-0.32%"
"11/20/2013","410.34","411.11","411.20","409.15","161.19M","-0.36%"
"11/19/2013","411.83","411.73","412.24","410.90","202.74M","-0.34%"
"11/18/2013","413.25","410.17","413.26","410.01","228.59M","0.65%"
"11/15/2013","410.60","409.48","410.71","408.87","218.59M","0.57%"
"11/14/2013","408.28","407.73","408.86","407.04","217.18M","0.83%"
"11/13/2013","404.91","406.20","406.53","403.50","171.73M","-0.52%"
"11/12/2013","407.01","409.25","409.25","406.75","130.78M","-0.49%"
"11/11/2013","409.00","407.81","409.12","407.68","143.85M","0.47%"
"11/08/2013","407.09","405.94","408.21","405.12","183.36M","-0.15%"
"11/07/2013","407.70","407.32","410.47","406.22","202.20M","0.18%"
"11/06/2013","406.96","404.56","408.03","404.32","168.33M","0.79%"
"11/05/2013","403.78","406.17","406.62","402.98","144.55M","-0.39%"
"11/04/2013","405.38","405.62","406.55","405.10","156.51M","0.24%"
"11/01/2013","404.42","406.22","406.22","403.44","84.82M","-0.31%"
"10/31/2013","405.69","406.75","407.05","404.88","166.88M","-0.47%"
"10/30/2013","407.60","408.32","408.88","406.75","151.90M","0.00%"
"10/29/2013","407.62","406.52","408.43","406.52","166.24M","0.08%"
"10/28/2013","407.30","409.45","409.76","406.69","171.46M","-0.29%"
"10/25/2013","408.50","408.88","408.88","406.87","230.07M","-0.54%"
"10/24/2013","410.72","408.45","410.72","408.38","229.24M","0.55%"
"10/23/2013","408.48","409.35","409.35","407.87","200.48M","-0.52%"
"10/22/2013","410.61","408.72","410.65","408.46","221.48M","0.62%"
"10/21/2013","408.10","406.27","408.46","406.18","147.22M","0.62%"
"10/18/2013","405.58","401.28","405.58","401.25","162.50M","1.36%"
"10/17/2013","400.13","400.70","401.13","398.17","177.17M","0.02%"
"10/16/2013","400.03","398.89","400.15","396.24","161.25M","0.02%"
"10/15/2013","399.95","399.04","401.68","399.04","177.20M","0.61%"
"10/14/2013","397.52","398.30","398.30","396.33","126.92M","-0.56%"
"10/11/2013","399.76","399.39","399.94","398.48","152.28M","0.47%"
"10/10/2013","397.90","392.43","398.15","392.43","195.12M","1.89%"
"10/09/2013","390.53","391.76","393.16","390.07","167.79M","-0.54%"
"10/08/2013","392.66","394.23","394.51","392.25","171.03M","-0.47%"
"10/07/2013","394.53","395.58","395.58","392.37","161.19M","-0.43%"
"10/04/2013","396.23","397.24","398.04","395.94","161.26M","-0.35%"
"10/03/2013","397.63","399.02","400.60","397.25","202.22M","-0.25%"
"10/02/2013","398.64","399.88","399.90","397.32","176.11M","-0.60%"
"10/01/2013","401.03","398.56","401.19","397.91","184.53M","0.63%"
"09/30/2013","398.53","398.54","398.97","396.68","182.31M","-0.78%"
"09/27/2013","401.67","403.50","404.52","400.90","216.32M","-0.40%"
"09/26/2013","403.28","403.81","403.96","402.82","204.66M","0.45%"
"09/25/2013","401.49","404.19","404.38","400.75","254.64M","-1.09%"
"09/24/2013","405.90","403.83","405.90","403.83","218.28M","0.54%"
"09/23/2013","403.71","406.69","407.18","403.28","286.26M","-0.79%"
"09/20/2013","406.91","406.73","407.37","406.31","166.77M","-0.08%"
"09/19/2013","407.24","408.30","408.60","406.35","205.62M","0.85%"
"09/18/2013","403.79","403.37","403.87","402.38","266.82M","0.17%"
"09/17/2013","403.11","403.68","403.89","402.94","186.48M","-0.28%"
"09/16/2013","404.25","404.34","404.67","403.12","165.84M","0.88%"
"09/13/2013","400.73","400.47","400.76","399.39","158.05M","-0.09%"
"09/12/2013","401.08","401.30","402.16","400.21","250.14M","-0.12%"
"09/11/2013","401.56","400.67","402.39","400.17","234.96M","0.22%"
"09/10/2013","400.67","396.62","400.67","396.62","212.31M","1.50%"
"09/09/2013","394.74","394.99","395.26","393.03","150.68M","-0.04%"
